2.62,2.81,2.62,2.79,4.87,5.46,6.08,9.06,9.86,10.36,8.43,7.28,6.25,5.82,5.555,5.199,6.005,5.845
2.85,2.55,2.74,4.36,4.69,6.36,8.1,9.67,10.76,9.43,8.005,7.220,6.025,5.994,5.415,5.105,6.375,5.385
